item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,mean_daily_demand,cv,box_length,box_width,box_height,box_volume,box_weight,item_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
133,14003029001,A,359,75,29.0476,0.6719,37.0,36.0,24.0,31968.0,5.17,0.287,18,1776.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 18, 20]",0.4,0.3
134,14000017001,A,358,53,24.4286,0.5025,60.0,34.0,29.0,59160.0,3.07,0.439,7,8451.4,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 11]",0.4,0.3
135,10020007001,A,358,831,436.8571,0.3871,40.0,27.0,10.0,10800.0,7.21,0.3,24,450.0,PCS,"[6, 12, 18, 24, 42, 48, 144, 180]",0.4,0.3
136,14001045001,A,356,59,25.619,0.5588,47.0,32.0,23.0,34592.0,3.27,0.409,8,4324.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 16]",0.4,0.3
137,14102246001,A,352,61,23.7143,0.6633,51.0,21.0,34.0,36414.0,4.54,0.454,10,3641.4,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.4,0.3
138,10033057001,A,352,614,282.6667,0.5035,40.0,27.0,23.0,24840.0,17.18,0.716,24,1035.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 40, 44, 48, 72]",0.4,0.3
139,14500010001,A,352,544,159.0,1.0405,42.0,28.0,23.0,27048.0,2.5,0.208,12,2254.0,PCS,"[3, 6, 9, 12, 15, 21, 24, 30, 36]",0.4,0.3
140,10002992001,A,351,60,21.2857,0.7814,27.0,19.0,23.0,11799.0,6.27,6.27,1,11799.0,PCS,"[1, 2, 3, 4, 5, 7]",0.4,0.3
141,14000073001,A,351,62,24.381,0.6473,60.0,34.0,22.0,44880.0,2.35,0.168,14,3205.7,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14]",0.4,0.3
142,14131075001,A,351,66,25.7619,0.6574,55.0,29.0,24.0,38280.0,4.68,0.39,12,3190.0,PCS,"[1, 2, 3, 4, 5, 6, 10]",0.4,0.3
143,10035034001,A,350,1281,519.7143,0.6292,34.0,20.0,11.0,7480.0,6.58,0.274,24,311.7,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 96]",0.4,0.3
144,14102258001,A,350,47,22.3333,0.4576,51.0,21.0,34.0,36414.0,4.54,0.454,10,3641.4,PCS,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]",0.4,0.3
145,14502026001,A,348,110,47.3333,0.5674,50.0,36.0,15.0,27000.0,3.0,0.25,12,2250.0,PCS,"[2, 4, 6, 10, 14]",0.4,0.3
146,10031910001,A,346,1249,485.7143,0.6747,35.0,20.0,11.0,7700.0,6.6,0.275,24,320.8,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 72, 96]",0.4,0.3
147,14000196001,A,342,91,38.8571,0.5751,46.0,30.0,29.0,40020.0,3.46,0.288,12,3335.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.4,0.3
148,10032008001,A,341,872,414.8571,0.4735,34.0,20.0,11.0,7480.0,6.62,0.276,24,311.7,PCS,"[6, 12, 18, 24, 30, 42, 48, 60, 72, 90]",0.4,0.3
149,14104002001,A,341,54,25.1905,0.4855,41.0,27.0,37.0,40959.0,6.73,0.561,12,3413.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13]",0.4,0.3
150,10014090001,A,340,887,437.4286,0.4414,35.0,20.0,11.0,7700.0,6.61,0.275,24,320.8,PCS,"[6, 12, 18, 24, 48, 54]",0.4,0.3
151,14820014001,A,339,165,71.8571,0.5544,42.0,29.0,19.0,23142.0,17.06,0.355,48,482.1,PCS,"[3, 6, 9, 12, 33]",0.4,0.3
152,14011059001,A,339,67,25.0,0.7217,43.0,33.0,20.0,28380.0,2.32,0.387,6,4730.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10]",0.4,0.3
153,10033015001,A,337,471,244.0,0.3998,40.0,28.0,24.0,26880.0,16.0,0.667,24,1120.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 48]",0.4,0.3
154,14133922001,A,336,137,20.2381,1.0215,47.0,42.0,24.0,47376.0,4.25,0.708,6,7896.0,PCS,"[1, 2, 3, 4, 5, 6, 7]",0.4,0.3
155,14010247001,A,333,56,25.7143,0.5053,34.0,29.0,16.0,15776.0,2.58,0.43,6,2629.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.4,0.3
156,10030013001,A,332,792,380.2857,0.4648,35.0,20.0,11.0,7700.0,6.58,0.274,24,320.8,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96]",0.4,0.3
157,14003041001,A,331,64,26.8095,0.5925,37.0,36.0,26.0,34632.0,5.15,0.286,18,1924.0,PCS,"[1, 2, 3, 4, 5, 6, 10, 11, 12]",0.4,0.3
158,12201079001,A,330,805,272.0,0.8411,18.0,10.0,8.0,1469.0,0.2,0.2,1,1468.8,PCS,"[12, 24, 36, 48, 72, 84, 120]",0.4,0.3
159,14010034001,A,329,55,24.619,0.5147,51.0,31.0,26.0,41106.0,1.36,0.227,6,6851.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 18, 20]",0.4,0.3
160,10040063001,A,329,1016,555.4286,0.3561,40.0,27.0,23.0,24840.0,15.2,0.633,24,1035.0,PCS,"[24, 48, 72, 96, 144, 264]",0.4,0.3
161,14820028001,A,329,297,127.619,0.5699,31.0,23.0,23.0,16399.0,11.74,0.245,48,341.6,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18, 21, 26, 27, 30, 34, 37, 38, 39, 45, 48, 57, 96, 100, 108]",0.4,0.3
162,10040004001,A,328,107,51.1429,0.4653,36.0,18.0,36.0,23328.0,12.39,6.195,2,11664.0,PCS,"[2, 4, 6, 8, 12]",0.4,0.3
163,14502041001,A,325,487,185.0,0.6997,40.0,31.0,13.0,16120.0,3.42,0.114,30,537.3,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 50, 60]",0.4,0.3
164,14506087001,A,325,59,19.7619,0.8417,40.0,32.0,28.0,35840.0,5.58,0.698,8,4480.0,PCS,"[1, 2]",0.4,0.3
165,10033041001,A,324,614,308.2857,0.4258,39.0,26.0,24.0,24336.0,15.762,0.657,24,1014.0,PCS,"[6, 12, 18, 24, 36, 42, 48]",0.4,0.3
166,10034003001,A,324,885,392.5714,0.5384,34.0,20.0,11.0,7480.0,6.64,0.277,24,311.7,PCS,"[6, 12, 18, 24, 36, 42, 48, 72, 264]",0.4,0.3
167,14121020001,A,323,69,38.2381,0.3361,36.0,24.0,18.0,15552.0,1.73,0.173,10,1555.2,PCS,"[1, 2, 3, 4, 5, 6, 8, 12]",0.4,0.3
168,14502004001,A,322,179,60.8571,0.8327,50.0,36.0,17.0,30600.0,3.21,0.268,12,2550.0,PCS,"[2, 4, 8, 10, 12, 14, 16, 24, 26, 28, 48, 72]",0.4,0.3
169,10002001001,A,317,933,464.0,0.4344,41.0,28.0,10.0,11480.0,6.82,0.284,24,478.3,PCS,"[24, 48, 72]",0.4,0.3
170,14120012001,A,316,47,20.9524,0.5288,44.0,33.0,16.0,23232.0,7.08,0.59,12,1936.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8]",0.4,0.3
171,14370004001,A,316,83,42.0952,0.4146,42.0,34.0,19.0,27132.0,20.92,1.046,20,1356.6,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 30]",0.4,0.3
172,14820013001,A,316,147,73.8571,0.4208,36.0,25.0,18.0,16200.0,13.99,0.291,48,337.5,PCS,"[3, 6, 9, 12, 27, 30]",0.4,0.3
173,14011031001,A,315,67,20.8571,0.9394,43.0,31.0,20.0,26660.0,2.4,0.4,6,4443.3,PCS,"[1, 2, 3, 4, 5, 6, 12]",0.4,0.3
174,10041067001,A,313,1071,352.0,0.8768,42.0,28.0,25.0,29400.0,15.48,0.645,24,1225.0,PCS,"[4, 8, 16, 20, 24, 28, 32, 40, 44, 48, 56, 72, 80]",0.4,0.3
175,14022019001,A,313,55,27.0952,0.4307,57.0,28.0,25.0,39900.0,1.66,0.166,10,3990.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12]",0.4,0.3
176,14615017001,A,311,86,42.2857,0.441,36.0,24.0,29.0,25056.0,12.34,2.057,6,4176.0,PCS,"[1, 2, 3, 4, 6, 7, 8, 12, 30]",0.4,0.3
177,14244003001,A,311,61,26.619,0.5413,35.0,28.0,13.0,12740.0,1.3,0.13,10,1274.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 12]",0.4,0.3
178,14023047001,A,308,40,19.6667,0.4316,44.0,36.0,24.0,38016.0,4.5,0.375,12,3168.0,PCS,"[1, 2, 3, 4, 5, 8, 12]",0.4,0.3
179,14820045001,A,308,45,19.7143,0.5301,28.0,21.0,10.0,5880.0,4.32,1.08,4,1470.0,PCS,"[1, 2, 3, 4, 6]",0.4,0.3
180,10033013001,A,307,589,276.7619,0.4837,40.0,27.0,24.0,25920.0,17.58,0.732,24,1080.0,PCS,"[4, 8, 12, 16, 20, 24, 32, 36, 48]",0.4,0.3
181,14002002001,A,306,45,21.0,0.4849,46.0,36.0,26.0,43056.0,3.89,0.324,12,3588.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 12]",0.4,0.3
182,14805016001,A,305,346,167.7143,0.455,41.0,27.0,12.0,13284.0,9.8,0.408,24,553.5,PCS,"[6, 12, 18, 24, 48, 72, 198]",0.4,0.3
183,14131027001,A,305,60,22.7143,0.6944,56.0,26.0,23.0,33488.0,3.93,0.491,8,4186.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 30]",0.4,0.3
184,14820008001,A,302,927,155.7143,2.1274,32.0,24.0,23.0,17664.0,11.58,0.241,48,368.0,PCS,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 15, 20, 23, 24, 25, 32, 42, 48, 50, 54, 90, 96]",0.4,0.3
185,14370020001,A,301,103,40.0952,0.6734,44.0,34.0,21.0,31416.0,21.28,0.532,40,785.4,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 50, 60]",0.4,0.3
186,10000007001,A,301,514,272.0,0.3811,40.0,28.0,12.0,13440.0,8.58,0.358,24,560.0,PCS,"[6, 12, 18, 24, 30, 42, 48, 54, 72, 84, 96]",0.4,0.3
187,14121068001,A,300,82,35.0952,0.5664,36.0,24.0,18.0,15552.0,1.81,0.181,10,1555.2,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 12]",0.4,0.3
188,14132031001,A,297,49,21.619,0.5263,54.0,29.0,22.0,34452.0,4.1,0.342,12,2871.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 10]",0.4,0.3
189,14500042001,A,297,47,17.0952,0.7308,40.0,37.0,38.0,56240.0,6.88,1.147,6,9373.3,PCS,"[1, 2, 3, 7, 12]",0.4,0.3
190,10001025001,A,295,770,424.0,0.35,40.0,27.0,10.0,10800.0,6.8,0.283,24,450.0,PCS,"[24, 48, 72, 192]",0.4,0.3
191,10034036001,A,294,801,322.0,0.6394,35.0,20.0,11.0,7700.0,6.65,0.277,24,320.8,PCS,"[6, 12, 18, 24, 36, 42, 48]",0.4,0.3
192,14505917001,A,294,468,209.5238,0.5299,39.0,31.0,12.0,14508.0,2.02,0.05,40,362.7,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 50, 55, 60, 80, 100]",0.4,0.3
193,14833010001,A,290,123,63.2857,0.4053,35.0,27.0,10.0,9450.0,5.5,0.229,24,393.8,PCS,"[3, 6, 9, 12, 24, 30, 48, 150]",0.4,0.3
194,14110106001,A,289,243,33.4286,1.1283,50.0,33.0,20.0,33000.0,5.89,0.589,10,3300.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12]",0.4,0.3
195,14510107001,A,288,91,36.1429,0.6419,35.0,24.0,5.0,4288.0,2.5,2.5,1,4287.5,PCS,"[1, 2, 3, 4, 5, 6, 8]",0.4,0.3
196,14831020001,A,287,258,97.1429,0.7079,32.0,23.0,17.0,12512.0,7.85,0.164,48,260.7,PCS,"[3, 6, 9, 12, 24, 42, 45, 48, 60, 108]",0.4,0.3
197,10040025001,A,286,93,43.2857,0.492,34.0,17.0,35.0,20230.0,10.69,5.345,2,10115.0,PCS,"[1, 2, 3, 4, 6, 12]",0.4,0.3
198,14521157001,A,286,101,47.8095,0.4718,35.0,29.0,34.0,34510.0,6.7,0.07,96,359.5,PCS,"[2, 4, 6, 8, 10, 12, 18, 20, 24, 46, 50]",0.4,0.3
199,14010031001,A,285,47,20.3333,0.5426,50.0,42.0,24.0,50400.0,2.02,0.337,6,8400.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.4,0.3
200,14112016001,A,285,39,18.3333,0.4821,59.0,28.0,24.0,39648.0,3.32,0.332,10,3964.8,PCS,"[1, 2, 3, 4, 5, 6, 9, 10, 11]",0.4,0.3
201,14840017001,A,285,133,63.7143,0.462,47.0,32.0,12.0,18048.0,11.08,0.231,48,376.0,PCS,"[3, 6, 9, 12, 15]",0.4,0.3
202,14505138001,A,285,245,84.1429,0.8182,42.0,34.0,13.0,18564.0,1.64,0.137,12,1547.0,PCS,"[1, 2, 3, 6, 9, 12, 15, 18, 24, 33]",0.4,0.3
203,14504055001,A,284,233,93.5714,0.6363,41.0,33.0,15.0,20295.0,3.13,0.104,30,676.5,PCS,"[5, 10, 35]",0.4,0.3
204,14104067001,A,283,53,21.2381,0.6298,37.0,26.0,39.0,37518.0,4.58,0.382,12,3126.5,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12]",0.4,0.3
205,10033074001,A,282,405,160.9524,0.6511,42.0,28.0,24.0,28224.0,14.25,0.594,24,1176.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 48, 60, 72]",0.4,0.3
206,10031031001,A,282,623,257.381,0.6097,35.0,21.0,12.0,8820.0,6.66,0.278,24,367.5,PCS,"[6, 7, 12, 17, 18, 23, 24, 36, 48, 72, 414]",0.4,0.3
207,10021016001,A,280,656,284.0,0.5616,43.0,29.0,24.0,29928.0,16.27,0.678,24,1247.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 64, 72]",0.4,0.3
208,14000011001,A,278,38,16.7619,0.5275,65.0,36.0,20.0,46800.0,3.46,0.692,5,9360.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12]",0.4,0.3
209,12201031001,A,276,312,116.5714,0.717,19.0,9.0,8.0,1454.0,0.2,0.2,1,1453.5,PCS,"[2, 6, 12, 18, 22, 24, 30, 42, 48, 60, 66, 72, 90, 96, 102, 114, 120, 138, 144, 192]",0.4,0.3
210,14504006001,A,274,314,135.3333,0.5671,41.0,33.0,14.0,18942.0,3.35,0.112,30,631.4,PCS,"[2, 3, 5, 7, 10, 12, 15, 20, 23, 25, 30, 35, 45, 48, 50, 60, 140]",0.4,0.3
211,11103136001,A,273,99,45.1429,0.5099,36.0,25.0,32.0,28800.0,12.4,2.067,6,4800.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 12]",0.4,0.3
212,14503013001,A,273,376,114.8571,0.9745,41.0,28.0,17.0,19516.0,1.7,0.142,12,1626.3,PCS,"[3, 6, 9, 12, 18, 24, 36, 60, 120]",0.4,0.3
213,14505005001,A,272,280,128.8095,0.5019,36.0,31.0,15.0,16740.0,2.0,0.067,30,558.0,PCS,"[5, 10, 20, 25, 30, 35, 40, 60]",0.4,0.3
214,14121074001,A,270,53,21.5238,0.6098,33.0,19.0,28.0,17556.0,5.48,0.457,12,1463.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",0.4,0.3
215,14600005001,A,270,114,32.9048,1.0522,61.0,38.0,9.0,20862.0,24.38,1.016,24,869.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 23, 24, 34, 37]",0.4,0.3
216,14022032001,A,269,34,16.0476,0.4698,49.0,32.0,31.0,48608.0,2.49,0.415,6,8101.3,PCS,"[1, 2, 3, 4]",0.4,0.3
217,14132229001,A,268,201,14.6667,1.5315,57.0,33.0,19.0,35739.0,4.6,0.767,6,5956.5,PCS,"[1, 2, 4]",0.4,0.3
218,14830009001,A,267,158,70.1429,0.5362,35.0,26.0,10.0,9100.0,5.73,0.239,24,379.2,PCS,"[3, 6, 9, 12, 18, 24, 36, 45]",0.4,0.3
219,10035015001,A,265,443,201.7143,0.5137,41.0,27.0,12.0,13284.0,9.5,0.396,24,553.5,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 84]",0.4,0.3
220,14104017001,A,264,44,20.2381,0.5046,42.0,40.0,28.0,47040.0,4.39,0.366,12,3920.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.4,0.3
221,14510258001,A,264,59,28.4286,0.4619,35.0,24.0,5.0,4288.0,3.0,3.0,1,4287.5,PCS,"[1, 2, 3, 4, 5, 6, 13, 22, 24]",0.4,0.3
222,10033068001,A,263,920,365.7143,0.6512,35.0,20.0,11.0,7700.0,5.0,0.208,24,320.8,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 54, 66, 72]",0.4,0.3
223,14112041001,A,263,47,15.2381,0.8863,30.0,19.0,21.0,11970.0,0.74,0.74,1,11970.0,PCS,"[1, 2, 3, 5, 7]",0.4,0.3
224,14001017001,A,262,49,20.0952,0.6021,44.0,37.0,34.0,55352.0,4.8,0.48,10,5535.2,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.4,0.3
225,15021001001,A,262,1065,346.8571,0.8894,32.0,16.0,13.0,6656.0,5.27,0.22,24,277.3,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 66, 72, 96, 108, 168]",0.4,0.3
226,10031033001,A,262,435,199.619,0.5064,37.0,25.0,24.0,22200.0,14.95,0.623,24,925.0,PCS,"[4, 8, 12, 16, 20, 24, 32, 48, 52, 72]",0.4,0.3
227,14121063001,A,261,54,21.5714,0.633,39.0,31.0,22.0,26598.0,3.08,0.257,12,2216.5,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12]",0.4,0.3
228,10030003001,A,260,353,158.2857,0.5277,42.0,29.0,24.0,29232.0,15.358,0.64,24,1218.0,PCS,"[4, 8, 12, 16, 20, 24, 32, 48]",0.4,0.3
229,14502012001,A,260,369,142.1429,0.6857,37.0,37.0,14.0,19166.0,3.19,0.106,30,638.9,PCS,"[5, 10, 15, 20, 25, 30, 35, 40, 45, 60]",0.4,0.3
230,10002045001,A,259,79,33.9524,0.5645,34.0,22.0,30.0,22440.0,12.96,2.16,6,3740.0,PCS,"[1, 2, 3, 5, 6, 7, 12, 18, 24]",0.4,0.3
231,10040026001,A,258,100,40.2857,0.6341,35.0,18.0,25.0,15750.0,12.39,6.195,2,7875.0,PCS,"[2, 4, 6, 8, 20]",0.4,0.3
232,14600023001,A,257,101,28.381,1.0859,50.0,36.0,12.0,21600.0,24.42,1.018,24,900.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 30, 55]",0.4,0.3
233,14501086001,A,256,93,47.7143,0.4065,31.0,30.0,14.0,13020.0,2.87,0.239,12,1085.0,PCS,"[3, 6, 9, 12]",0.4,0.3
234,14001090001,A,256,65,29.5714,0.5098,61.0,33.0,29.0,58377.0,5.18,0.432,12,4864.8,PCS,"[1, 2, 3, 4, 6, 8, 10, 12]",0.4,0.3
235,10033050001,A,255,349,165.9048,0.474,38.0,25.0,24.0,22800.0,14.9,0.621,24,950.0,PCS,"[4, 8, 12, 16, 24, 28, 48, 96]",0.4,0.3
236,12220002001,A,255,31,15.1905,0.4325,31.0,21.0,22.0,14322.0,1.0,1.0,1,14322.0,PCS,"[1, 2, 8]",0.4,0.3
237,14001049001,A,255,55,17.9524,0.8709,47.0,31.0,24.0,34968.0,3.1,0.388,8,4371.0,PCS,"[1, 2, 3, 4, 5, 6, 8]",0.4,0.3
238,14200069001,A,254,40,17.2381,0.5476,43.0,30.0,30.0,38700.0,4.04,0.337,12,3225.0,PCS,"[1, 2, 3, 4, 5, 8]",0.4,0.3
239,10034999001,A,253,610,272.5714,0.532,34.0,20.0,11.0,7480.0,6.58,0.274,24,311.7,PCS,"[6, 12, 18, 24, 48, 54, 72, 96]",0.4,0.3
240,14000022001,A,253,73,27.1429,0.7137,41.0,21.0,13.0,11193.0,0.99,0.099,10,1119.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",0.4,0.3
241,14620907001,A,251,45,21.5714,0.4632,33.0,23.0,28.0,21252.0,12.22,2.037,6,3542.0,PCS,"[1, 2, 3, 4, 5, 6, 12, 30]",0.4,0.3
242,14502111001,A,251,91,50.1429,0.3484,31.0,30.0,14.0,13020.0,2.98,0.248,12,1085.0,PCS,"[3, 6, 9, 15]",0.4,0.3
243,14502015001,A,251,175,77.5714,0.5376,43.0,28.0,23.0,27692.0,2.5,0.208,12,2307.7,PCS,"[3, 6, 9, 12, 18, 24]",0.4,0.3
244,14020031001,A,249,39,16.9524,0.5516,44.0,36.0,24.0,38016.0,4.5,0.375,12,3168.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 10]",0.4,0.3
245,14500023001,A,248,156,63.0476,0.6326,43.0,29.0,18.0,22446.0,3.0,0.25,12,1870.5,PCS,"[2, 4, 6, 8, 10, 12, 14, 18, 20, 22, 24, 34, 36]",0.4,0.3
246,14830069001,A,248,133,55.0,0.607,31.0,24.0,9.0,6696.0,3.68,0.153,24,279.0,PCS,"[3, 6, 9, 12, 18, 24, 33, 36]",0.4,0.3
247,14231003001,A,247,64,21.2381,0.8514,46.0,30.0,20.0,27600.0,6.48,0.432,15,1840.0,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 12]",0.4,0.3
248,14011024001,A,246,50,16.4286,0.8631,43.0,32.0,21.0,28896.0,2.29,0.382,6,4816.0,PCS,"[1, 2, 3, 4, 5, 6]",0.4,0.3
249,14110054001,A,246,39,18.6667,0.4603,47.0,25.0,23.0,27025.0,3.95,0.247,16,1689.1,PCS,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 15]",0.4,0.3
250,10011003001,A,246,260,129.4286,0.431,33.0,16.0,13.0,6864.0,5.44,0.227,24,286.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 96]",0.4,0.3
251,14001093001,A,246,64,18.3333,1.0611,50.0,34.0,34.0,57800.0,5.7,0.475,12,4816.7,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]",0.4,0.3
252,14850001001,A,245,13,4.8571,0.693,80.0,40.0,12.0,38400.0,15.0,15.0,1,38400.0,PCS,"[1, 2, 3, 4, 5, 7]",0.4,0.3
253,10031916001,A,245,36,15.2381,0.5664,29.0,21.0,20.0,12180.0,5.9,5.9,1,12180.0,PCS,"[1, 2, 3, 4, 5, 8]",0.4,0.3
254,14023049001,A,244,34,15.9048,0.487,43.0,36.0,23.0,35604.0,4.5,0.375,12,2967.0,PCS,"[1, 2, 3, 4, 5, 6, 13]",0.4,0.3
255,14131025001,A,243,48,16.7143,0.8034,56.0,26.0,23.0,33488.0,4.8,0.6,8,4186.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 10, 16]",0.4,0.3
256,14204059001,A,243,43,16.3333,0.6868,41.0,30.0,19.0,23370.0,2.89,0.241,12,1947.5,PCS,"[1, 2, 3, 5, 6, 7, 8, 9]",0.4,0.3
257,10021027001,A,242,1059,381.7143,0.7625,40.0,27.0,10.0,10800.0,6.35,0.265,24,450.0,PCS,"[24, 48, 72, 96]",0.4,0.3
258,14223003001,A,242,45,17.8571,0.6304,47.0,28.0,18.0,23688.0,3.89,0.389,10,2368.8,PCS,"[1, 2, 3, 4, 5, 6, 10, 12]",0.4,0.3
259,10034004001,A,242,650,242.8571,0.7204,34.0,20.0,11.0,7480.0,6.67,0.278,24,311.7,PCS,"[6, 12, 18, 24, 30, 36, 42, 48]",0.4,0.3
260,14520065001,A,241,75,36.6667,0.4419,35.0,29.0,34.0,34510.0,6.2,0.065,96,359.5,PCS,"[2, 4, 6, 8, 10, 12, 16]",0.4,0.3
261,10002009001,A,240,395,162.8571,0.6124,43.0,28.0,24.0,28896.0,16.02,0.668,24,1204.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 48, 96]",0.4,0.3
262,14810001001,A,239,103,51.5714,0.4213,35.0,26.0,18.0,16380.0,10.41,0.434,24,682.5,PCS,"[3, 6, 9, 12, 15, 60]",0.4,0.3
263,14010210001,A,238,38,14.7619,0.6522,35.0,26.0,21.0,19110.0,0.88,0.88,1,19110.0,PCS,"[1, 2, 3, 8, 16]",0.4,0.3
264,14501005001,A,238,106,53.8571,0.4103,30.0,30.0,13.0,11700.0,2.98,0.248,12,975.0,PCS,"[3, 6, 9, 12, 21, 24]",0.4,0.3
265,14850011001,A,238,13,5.619,0.5142,80.0,40.0,13.0,41600.0,15.0,15.0,1,41600.0,PCS,"[1, 2, 3, 4, 5, 8]",0.4,0.3
266,14023006001,A,237,42,16.7619,0.6389,42.0,33.0,28.0,38808.0,1.45,0.242,6,6468.0,PCS,"[1, 2, 3, 4, 5, 8, 10]",0.4,0.3
267,14804012001,A,237,30,14.8571,0.4311,42.0,28.0,13.0,15288.0,10.95,5.475,2,7644.0,PCS,"[1, 2, 3, 4]",0.4,0.3
268,15020050001,A,237,1805,449.4286,1.2957,32.0,15.0,13.0,6240.0,5.31,0.221,24,260.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 66, 72, 96, 108, 120, 144]",0.4,0.3
269,14501026001,A,237,72,30.8571,0.5656,37.0,34.0,16.0,20128.0,2.13,0.266,8,2516.0,PCS,"[2, 4]",0.4,0.3
270,10040005001,A,236,549,338.2857,0.2665,41.0,27.0,24.0,26568.0,15.68,0.653,24,1107.0,PCS,"[6, 12, 18, 24, 42, 48, 60, 72]",0.4,0.3
271,10002010001,A,236,982,372.5714,0.7029,40.0,27.0,10.0,10800.0,6.77,0.282,24,450.0,PCS,"[24, 48, 72, 96]",0.4,0.3
272,10014028001,A,236,612,280.5714,0.5078,34.0,20.0,11.0,7480.0,6.63,0.276,24,311.7,PCS,"[6, 12, 18, 24, 36, 42, 48, 60]",0.4,0.3
273,14353039001,A,236,94,15.8095,0.8395,48.0,40.0,27.0,51840.0,12.9,3.225,4,12960.0,PCS,"[1, 2]",0.4,0.3
274,14505115001,A,236,1505,127.2381,1.2644,38.0,33.0,14.0,17556.0,3.75,0.156,24,731.5,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 72, 96]",0.4,0.3
275,14620014001,A,234,40,18.619,0.4853,33.0,23.0,28.0,21252.0,12.21,2.035,6,3542.0,PCS,"[1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 16, 18, 22, 23, 27]",0.4,0.3
276,10013003001,A,234,530,198.0,0.7207,35.0,20.0,13.0,9100.0,7.9,0.329,24,379.2,PCS,"[6, 12, 18, 24, 36, 48]",0.4,0.3
277,10033030001,A,233,295,156.5714,0.3799,41.0,28.0,24.0,27552.0,15.28,0.637,24,1148.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 48]",0.4,0.3
278,10033005001,A,233,466,230.8571,0.4362,35.0,20.0,11.0,7700.0,6.54,0.272,24,320.8,PCS,"[6, 12, 18, 24, 30, 36, 48]",0.4,0.3
